765
23626
6
0,27,0.0855467732534402
0,37,0.04960093723107042
0,60,0.06256035351449003
0,152,0.08029854852056423
0,159,0.0946459014085721
0,174,0.01909620983736173
0,200,0.05570374343063974
0,210,0.06473003866728266
0,240,0.033775227913604836
0,341,0.06650785916903462
0,363,0.07106470454937457
0,386,0.04113977517311864
0,388,0.02825764036665073
0,392,0.07162686303379191
0,465,0.10099741564683952
0,466,0.013048435001148748
0,497,0.09225959304167392
0,560,0.06704047256769279
0,602,0.025015871756886715
0,654,0.073484843263429
0,668,0.08855030413954733
0,739,0.10971952658922125
1,9,0.09014860551366993
1,39,0.05810511701221102
1,83,0.09270944442750637
1,85,0.10081964658508343
1,155,0.052930711684615446
1,176,0.09878960797158082
1,206,0.018559658885052992
1,215,0.04288376543019635
1,228,0.09992525125569005
1,248,0.09153355057403507
1,285,0.0939329509312931
1,318,0.04551476572477155
1,415,0.08080661920312017
1,421,0.09058502464662153
1,452,0.06320495750649212
1,455,0.09493809430025156
1,519,0.07269269802875075
1,538,0.10992993745983527
1,542,0.09417660252708203
1,549,0.09760553390980745
1,574,0.016069302847189312
1,627,0.06198399427436025
1,638,0.0752604490287815
1,697,0.10405987122454426
1,715,0.0771556643525955
2,66,0.0959874755303597
2,74,0.06792276343567692
2,109,0.08412177540510096
2,162,0.06254094375737732
2,178,0.009249384538206987
2,220,0.09548659494499802
2,292,0.019290062929193146
2,301,0.08865274077057596
2,307,0.07344907270232619
2,316,0.1018917742577065
2,321,0.04242724759999967
2,339,0.05880294747175595
2,362,0.10825177354908591
2,412,0.03484955547657493
2,465,0.0964749277823529
2,557,0.044322429141946285
2,566,0.0531987333790561
2,649,0.05856682826995564
2,650,0.09635211347618555
2,651,0.10288804541141894
2,679,0.05698327638834087
2,725,0.008150711094608997
2,730,0.06478227756380908
2,732,0.0072803048898873735
2,756,0.05171640762454416
3,34,0.012389291890950777
3,112,0.06072811743308091
3,126,0.04568483467305961
3,144,0.09068047323684031
3,230,0.08355662375287624
3,256,0.016788644823436914
3,286,0.09880897793117807
3,304,0.02529226735212413
3,324,0.09987714992741924
3,347,0.017293151375498788
3,359,0.011978714601358112
3,372,0.0805407281109881
3,437,0.05392753078825398
3,447,0.09380703202842176
3,482,0.02750967858935729
3,516,0.06550144823449457
3,543,0.036622856104051846
3,545,0.06198837972148342
3,552,0.10144233859198794
3,619,0.0855944635973254
3,669,0.03719309135177933
3,685,0.0943098757362703
3,694,0.10922007253687017
3,724,0.043357644542552025
4,195,0.07183702539669809
4,199,0.06925370169260879
4,218,0.02571312352975097
